"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase"
"true","false","[]","[]","[]","preload","0","339","0.0-0.0","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","","","",""
"","","","","","instructions","1","56470","0.0-1.0","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","[{""page_index"":0,""viewing_time"":56122}]","56126","","",""
"","","","","","html-keyboard-response","2","56978","0.0-2.0","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","null","<p> + <p/>","null",""
"","","","","","instructions","3","111969","0.0-3.0","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","[{""page_index"":0,""viewing_time"":2597},{""page_index"":1,""viewing_time"":13015},{""page_index"":2,""viewing_time"":14127},{""page_index"":3,""viewing_time"":7798},{""page_index"":4,""viewing_time"":17447}]","54984","","",""
"","","","","","html-button-response","4","141287","0.0-4.0-0.0-0.0","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","29309","","1","Intro Trial"
"","","","","","html-button-response","5","144185","0.0-4.1-0.1-0.1","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","2885","","3","Intro Trial"
"","","","","","html-button-response","6","145343","0.0-4.2-0.2-0.2","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","1147","","3","Intro Trial"
"","","","","","html-button-response","7","154396","0.0-4.3-0.3-0.3","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","9045","","1","Intro Trial"
"","","","","","html-button-response","8","155296","0.0-4.4-0.4-0.4","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","890","","1","Intro Trial"
"","","","","","html-button-response","9","157495","0.0-4.5-0.5-0.5","37","1","2025-02-02 04:15:09","bc01a2b6f61d06f6604adb8657495020","73.79.97.136","Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36","WebKit","Chrome","93.0.4577.107","ChromeOS","14092.77.0","https://app.prolific.com/","en-US,en;q=0.9","6718082d679c0f9dc5bbe59c","679edb085803f58d6bbd31ca","679ef13df13558a0c837354f","","2188","","5","Intro Trial"
