"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase","question_order","presented_choices"
"","","","","","html-keyboard-response","25","76306","0.0-5.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","8263","[""You sorted correctly by using the balance 10 times. <br><br> <img src='G_5.jpg' height='90'><img src='G_2.jpg' height='90'><img src='G_3.jpg' height='90'><img src='G_1.jpg' height='90'><img src='G_4.jpg' height='90'><br><br> Your final order is 1,2,3,4,5<br><br><br>Omgne Sort in this game will allow you to sort correctly by using the balance 8 times. Press Enter to learn it!""]","enter","","",""
"","","","","","html-keyboard-response","26","80007","0.0-6.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","3700","<p>Welcome to the learning phase! <br><br> You will learn by six examples. The following learning trials will not be used to calculate your performance. <br><br> Press Enter to continue.<p/>","enter","","",""
"","","","","","html-keyboard-response","27","83921","0.0-7.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","3912","[""Example 1<br><br>You will watch Omnge Sort in action. Try to identify any patterns in the comparisons made by this method. <br><br>Press Enter to continue.""]","enter","","",""
"","","","","","html-keyboard-response","28","84426","0.0-8.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","29","84937","0.0-9.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img id='selected' src='G_3.jpg' height='90'> <img id='selected' src='G_9.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","30","85451","0.0-10.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img id='swapped' src='G_9.jpg' height='90'> <img id='swapped' src='G_3.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","31","85762","0.0-11.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img  src='G_3.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","32","86266","0.0-12.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","33","86780","0.0-13.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img id='selected' src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","34","87297","0.0-14.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img id='selected' src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","35","87610","0.0-15.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img  src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","36","88114","0.0-16.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_1.jpg' height='90'> <img src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","37","88630","0.0-17.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_1.jpg' height='90'> <img id='selected' src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","38","89143","0.0-18.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_1.jpg' height='90'> <img id='selected' src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","39","89454","0.0-19.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img   src='G_1.jpg' height='90'> <img  src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","40","89970","0.0-20.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img   src='G_1.jpg' height='90'> <img id='selected'  src='G_5.jpg' height='90'> <img src='G_7.jpg' height='90'>","null","Animation0","",""
"","","","","","html-keyboard-response","41","90485","0.0-21.0","17","1","2025-02-02 03:13:08","bc01a2b6f61d06f6604adb8657495020","68.45.37.73","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,fr;q=0.8,id;q=0.7","661de1d2f9c50b06f796b9cc","679edb085803f58d6bbd31ca","679ee2a7fdc71b640a413a6f","","null","<img  src='G_9.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img   src='G_1.jpg' height='90'> <img id='selected'  src='G_5.jpg' height='90'> <img id='selected' src='G_7.jpg' height='90'>","null","Animation0","",""
