"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase","question_order","presented_choices"
"true","false","[]","[]","[]","preload","0","323","0.0-0.0","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","","","","","",""
"","","","","","instructions","1","13783","0.0-1.0","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","[{""page_index"":0,""viewing_time"":13458}]","13458","","","","",""
"","","","","","html-keyboard-response","2","14315","0.0-2.0","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","null","<p> + <p/>","null","","",""
"","","","","","instructions","3","92712","0.0-3.0","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","[{""page_index"":0,""viewing_time"":3087},{""page_index"":1,""viewing_time"":33094},{""page_index"":2,""viewing_time"":13150},{""page_index"":3,""viewing_time"":14949},{""page_index"":4,""viewing_time"":14116}]","78396","","","","",""
"","","","","","html-button-response","4","95355","0.0-4.0-0.0-0.0","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","2642","","0","Intro Trial","",""
"","","","","","html-button-response","5","98837","0.0-4.1-0.1-0.1","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","3479","","3","Intro Trial","",""
"","","","","","html-button-response","6","101646","0.0-4.2-0.2-0.2","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","2808","","3","Intro Trial","",""
"","","","","","html-button-response","7","102927","0.0-4.3-0.3-0.3","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","1281","","0","Intro Trial","",""
"","","","","","html-button-response","8","103578","0.0-4.4-0.4-0.4","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","648","","0","Intro Trial","",""
"","","","","","html-button-response","9","103788","0.0-4.5-0.5-0.5","38","1","2025-02-02 04:23:03","bc01a2b6f61d06f6604adb8657495020","66.42.132.135","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","673a8d64bf587131fa065ec5","679edb085803f58d6bbd31ca","679ef29efb6d9f4d6222c25c","","209","","0","Intro Trial","",""
