"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase","question_order"
"true","false","[]","[]","[]","preload","0","540","0.0-0.0","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","","","","",""
"","","","","","instructions","1","30122","0.0-1.0","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","[{""page_index"":0,""viewing_time"":29579}]","29579","","","",""
"","","","","","html-keyboard-response","2","30626","0.0-2.0","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","null","<p> + <p/>","null","",""
"","","","","","instructions","3","88582","0.0-3.0","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","[{""page_index"":0,""viewing_time"":24817},{""page_index"":1,""viewing_time"":13032},{""page_index"":2,""viewing_time"":7647},{""page_index"":3,""viewing_time"":3776},{""page_index"":4,""viewing_time"":8683}]","57955","","","",""
"","","","","","html-button-response","4","109958","0.0-4.0-0.0-0.0","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","21373","","0","Intro Trial",""
"","","","","","html-button-response","5","110284","0.0-4.1-0.1-0.1","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","325","","1","Intro Trial",""
"","","","","","html-button-response","6","115623","0.0-4.2-0.2-0.2","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","5336","","1","Intro Trial",""
"","","","","","html-button-response","7","115959","0.0-4.3-0.3-0.3","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","333","","2","Intro Trial",""
"","","","","","html-button-response","8","117233","0.0-4.4-0.4-0.4","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","1272","","2","Intro Trial",""
"","","","","","html-button-response","9","118015","0.0-4.5-0.5-0.5","55","1","2025-01-31 01:14:01","af8d355d56820e421d246a7037deb6e6","73.237.179.246","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","WebKit","Chrome","132.0.0.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.9,pt;q=0.8","678d97abed191932719e540e","67949641171f97c04e14fb34","679c23d41bb54623aebe87e2","","780","","3","Intro Trial",""
